p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,4.37542991481756,0.872,0.006,0,14,H2-M2
0,2.62530733637886,0.511,0.003,0,14,Il12b
0,2.08820192857227,0.83,0.012,0,14,Il4i1
2.66068704324941e-201,1.95444680510706,0.745,0.022,5.33281504078479e-197,14,Eno3
6.93412374887619e-177,2.84325883832716,0.638,0.018,1.38980642298725e-172,14,Zmynd15
4.27407288938281e-95,4.55829968011962,1,0.114,8.56652429218998e-91,14,Tbc1d4
2.30475296837138e-85,2.33127507411759,0.915,0.103,4.61941637450676e-81,14,Cacnb3
2.33652494218055e-83,4.06711483531173,0.979,0.128,4.68309694161248e-79,14,Fscn1
1.91048597557364e-68,1.96306508662863,0.787,0.087,3.82918704084225e-64,14,Irak1bp1
2.43931643756199e-68,2.12509072243554,0.787,0.085,4.8891219358055e-64,14,Pmaip1
1.05326818388182e-61,2.78337855407989,0.979,0.176,2.11106542095434e-57,14,Cxcl16
5.07637100188438e-57,2.0737945886207,0.872,0.134,1.01745703990769e-52,14,Ankrd33b
5.17946895750093e-54,2.16200546080763,0.745,0.092,1.03812096315191e-49,14,Serpinb6b
2.75099634825361e-52,1.91877394526382,0.787,0.118,5.51382198080472e-48,14,Lrrk1
3.85724897007503e-52,2.28902268490941,0.702,0.092,7.73108411072139e-48,14,Net1
7.02053904499321e-52,2.67120590139923,0.957,0.173,1.40712664078799e-47,14,Cd83
2.17334488121918e-48,3.50110495580311,1,0.252,4.35603514542761e-44,14,Ccr7
1.2083585017788e-47,2.73589755868004,1,0.229,2.42191294511525e-43,14,Samsn1
9.02474260243263e-47,4.34553380855035,0.915,0.188,1.80882915980557e-42,14,Ccl5
1.44695200590692e-44,2.31707263567974,0.936,0.217,2.90012590543925e-40,14,Bmp2k
1.44777820173516e-44,1.97593813911835,0.787,0.139,2.90178184973779e-40,14,Zc3h12c
1.52185694560123e-44,2.02767339447079,0.809,0.142,3.05025787606855e-40,14,Arhgap31
4.63106904433405e-44,3.90795368710621,0.702,0.11,9.28205168555874e-40,14,Epsti1
1.34523898971758e-39,1.96681934864919,0.723,0.121,2.69626250709094e-35,14,Arl5c
3.5594174302022e-39,2.74424766718375,0.979,0.324,7.13414035535427e-35,14,Etv3
3.78745871246622e-39,3.18146420833421,1,0.381,7.59120349739605e-35,14,Basp1
1.36246136331617e-38,2.24535552908711,0.957,0.261,2.73078131049459e-34,14,Traf1
1.24547056254683e-37,2.09015662257557,0.915,0.201,2.49629664851261e-33,14,Rgs1
4.1720438686739e-36,2.01002610322475,0.872,0.196,8.3620275259831e-32,14,Bcl2a1b
1.35931616394101e-35,2.95659513761218,1,0.41,2.72447738738696e-31,14,Lsp1
1.31051201884984e-33,3.4596513555764,0.979,0.501,2.62665923938073e-29,14,Tmem123
4.5533186277467e-33,2.01763201060721,0.809,0.205,9.12621652559271e-29,14,Snhg15
2.1084747158658e-32,2.13452610995442,0.936,0.345,4.22601587300983e-28,14,Iscu
4.10983031848721e-31,2.36654245779433,0.957,0.4,8.23733290734392e-27,14,Birc2
9.01420131211946e-31,2.55259790646047,1,0.578,1.8067163689881e-26,14,Marcks
2.61592406397121e-29,2.19514712795091,0.979,0.403,5.2430966014175e-25,14,Marcksl1
1.1726143217918e-28,2.39501786221644,1,0.995,2.3502708851673e-24,14,Tmsb4x
1.21564015574802e-28,2.61281937944267,1,0.406,2.43650756416575e-24,14,Id2
2.02825766268596e-28,2.11318918833557,0.872,0.265,4.06523683332146e-24,14,Mxd1
4.17520383652083e-28,2.12984703071493,0.957,0.343,8.36836104953871e-24,14,Malt1
2.29604576792751e-27,2.05933861320028,0.723,0.173,4.6019645326571e-23,14,Serpinb9
1.33086111916146e-24,2.25345987313966,0.979,0.89,2.66744494113532e-20,14,Calm1
1.2628835529787e-23,2.05927783416691,0.915,0.418,2.53119750523521e-19,14,Tmem176a
2.22671670264704e-23,2.13342031259512,0.894,0.415,4.46300828711546e-19,14,Ifi30
1.07901937503356e-22,2.01677770643421,1,0.984,2.16267853337977e-18,14,B2m
2.10886657135081e-22,1.96207575686459,0.936,0.575,4.22680126895843e-18,14,Psme2
6.33112045779615e-21,2.15481196280646,0.936,0.537,1.26894647335608e-16,14,Rel
7.19540663357148e-18,2.1252966933222,0.723,0.259,1.44217535156673e-13,14,Fabp5
8.5255557707433e-12,1.90955569329909,0.702,0.332,1.70877714313008e-07,14,Nr4a3
0,4.56417326460232,1,0.007,0,15,Siglech
0,4.28807508516428,1,0.017,0,15,Ccr9
0,4.23958052428373,0.975,0.002,0,15,Cox6a2
0,3.3285961987204,0.925,0.001,0,15,Klk1
0,2.26048544214668,0.8,0.001,0,15,Gm21762
0,2.04199382985968,0.775,0.009,0,15,Lair1
9.62314859467574e-299,2.39514748662683,0.975,0.021,1.92876767283086e-294,15,Rnase6
6.35744017286008e-286,2.42805374663701,0.925,0.02,1.27422173384635e-281,15,Spib
4.44277361475954e-276,1.89680231336985,0.8,0.014,8.90465115606254e-272,15,Gm5547
3.58986851864171e-201,2.69054512656418,0.875,0.027,7.19517347191358e-197,15,Cd209d
2.39188581065359e-196,2.66225914034267,1,0.038,4.79405673029299e-192,15,Clec12a
7.41669426571421e-191,2.71155605046018,0.95,0.036,1.4865280316771e-186,15,Lrp8
3.09532593219616e-149,2.49325591726303,0.85,0.037,6.20396176590076e-145,15,P2ry14
4.21053776743718e-133,1.9151261653839,0.825,0.037,8.43918084727433e-129,15,Iglc3
1.15804994202163e-132,3.12357133447304,0.975,0.059,2.32107949879396e-128,15,Ncf1
2.74872038416377e-120,2.40034003564806,0.95,0.061,5.50926026597944e-116,15,Pld4
2.18280213758572e-118,3.49464671730938,1,0.071,4.37499032436306e-114,15,Mpeg1
4.59752527734994e-117,2.66350397920101,0.975,0.069,9.21481991339249e-113,15,Cadm1
9.652992462492e-109,2.30206756121137,0.95,0.07,1.93474927925727e-104,15,Tubgcp5
1.77046278617777e-105,2.29150297974025,0.925,0.063,3.5485385623361e-101,15,Csf2rb
4.97634150773336e-102,2.64822801440183,1,0.085,9.97408128394997e-98,15,Blnk
8.30389168352647e-81,2.95847091981063,1,0.104,1.66434901012921e-76,15,Cybb
7.52937866832298e-68,2.09272317186331,0.95,0.109,1.50911336649198e-63,15,Sell
4.12263007133988e-63,2.00210142382238,0.85,0.092,8.26298745198653e-59,15,Evi2a
9.22442828838129e-62,1.91754974161793,0.925,0.119,1.84885216184026e-57,15,Tex2
2.26734791598077e-60,2.01628137080112,0.925,0.116,4.54444542800025e-56,15,Gpr171
4.39771987906081e-60,2.14269163371453,0.825,0.095,8.81434995360158e-56,15,Glcci1
1.01823315112361e-55,3.96938492104221,1,0.184,2.04084470479706e-51,15,Tyrobp
9.56523980772349e-53,2.86475440947422,0.95,0.147,1.91716101466202e-48,15,Irf8
3.26416516519696e-46,2.59634034243815,1,0.205,6.54236624060427e-42,15,St8sia4
1.61834214718752e-41,2.50844848393987,0.825,0.143,3.24364316560794e-37,15,Grasp
5.51795735479053e-41,3.1001032230854,1,0.278,1.10596419262067e-36,15,Plac8
1.09346422021005e-40,2.45184625518279,1,0.21,2.19163033656701e-36,15,Mef2c
2.05177013960696e-39,1.99539901372894,0.975,0.21,4.11236289081423e-35,15,Ctss
1.91734287993487e-38,4.52845629765969,1,0.331,3.84293033425346e-34,15,Bst2
1.22498890374227e-34,2.20491340479109,0.95,0.244,2.45524525977064e-30,15,Rilpl2
3.92832509718584e-32,1.94733444521275,0.975,0.256,7.87354199228958e-28,15,Selplg
4.41714365387251e-31,2.70284118774496,1,0.474,8.85328102545667e-27,15,Grn
9.9301032473274e-30,2.33568863480771,1,0.404,1.99029059386183e-25,15,Tspan13
1.36528374817958e-29,2.44187697142075,0.95,0.303,2.73643821647633e-25,15,Kctd12
4.316612054962e-27,2.01063053277248,0.9,0.231,8.65178554176034e-23,15,Samsn1
8.53896247882175e-26,1.9175722067161,0.925,0.361,1.71146424963024e-21,15,Ifnar1
1.34635362153802e-25,1.96075761100063,1,0.427,2.69849656364865e-21,15,Cd44
1.16582369522545e-24,2.52419005876618,0.95,0.427,2.33666043234036e-20,15,Smc6
1.89501030535694e-24,2.05991154848681,0.975,0.456,3.79816915502691e-20,15,Emp3
1.54632956126314e-23,2.29025411706429,1,0.913,3.09930833963972e-19,15,Sub1
5.66725748468597e-23,2.34816951048531,1,0.997,1.13588841765561e-18,15,Fth1
7.37244890381155e-23,1.98469013078645,1,0.355,1.47765993379095e-18,15,Cd74
5.44711269783035e-22,2.11852134220607,0.95,0.583,1.09176479802614e-17,15,Rap1a
3.74106042723045e-20,2.41901212658194,0.825,0.338,7.498207414298e-16,15,Herpud1
0,4.73865264610575,1,0.004,0,16,Cma2
0,4.2237846905612,0.955,0.002,0,16,Mrgprb1
0,3.37885419087816,0.591,0.001,0,16,Tpsab1
0,3.12250972148821,0.818,0.002,0,16,Cyp11a1
0,3.02136800321642,0.909,0.009,0,16,Hs6st2
0,3.00382303218132,0.318,0,0,16,Ctsg
0,2.98349660238823,0.909,0.001,0,16,Slc6a4
0,2.5974653853326,0.773,0.003,0,16,Adora3
2.3327150021038e-252,7.23717452646143,1,0.016,4.67546067871664e-248,16,Cpa3
9.01169800719011e-244,3.04605256388858,0.818,0.01,1.80621463158111e-239,16,Slc18a2
2.85122319046202e-232,3.10299105567244,0.727,0.008,5.71470664064303e-228,16,Gata2
3.06820537101569e-217,5.52297753316453,1,0.019,6.14960402512675e-213,16,Hdc
6.14473550494441e-195,7.49502827892554,1,0.021,1.23158933725601e-190,16,Cma1
1.95401334386686e-193,7.01099690721998,1,0.022,3.91642894511235e-189,16,Tpsb2
3.78113472274485e-144,8.38741111005383,0.955,0.028,7.57852832479751e-140,16,Mcpt4
7.50096298061079e-62,2.57569430811016,0.682,0.034,1.50341801020382e-57,16,Hpgds
4.39744581700489e-56,2.90908368700329,0.909,0.073,8.8138006510229e-52,16,Lat2
3.33258060240385e-54,2.50906022240979,0.864,0.062,6.67949130139803e-50,16,Il1rl1
2.07501617068282e-47,4.97860858847801,0.955,0.102,4.15895491089958e-43,16,Serpinb1a
2.3202806040265e-42,3.35950995371297,1,0.129,4.65053841465032e-38,16,Kit
1.05199697283159e-40,2.95797357291736,0.909,0.106,2.10851753264635e-36,16,Rab27b
3.80195558252883e-38,2.37483498335999,0.864,0.091,7.62025957406254e-34,16,Lilr4b
2.25511132509651e-36,2.5451019101059,0.727,0.067,4.51991962889094e-32,16,Csf2rb
1.06857661456058e-35,2.64076254515077,0.818,0.087,2.14174810856376e-31,16,Lilrb4a
6.24691276654089e-33,2.57522375817073,0.909,0.131,1.25206872579779e-28,16,Tespa1
1.10156582919013e-31,3.9305271712401,0.909,0.14,2.20786839144577e-27,16,Sla
2.80769512240614e-30,2.83953435266221,1,0.165,5.62746333383863e-26,16,Fcer1g
1.79392636975649e-25,3.99594503087062,0.955,0.208,3.59556662290294e-21,16,Plek
9.16957072629108e-24,3.63212450762429,0.955,0.204,1.83785706067052e-19,16,Rgs1
8.56315756493018e-22,2.73773966540878,0.818,0.143,1.71631367073895e-17,16,Ccl7
4.78955443169548e-21,2.79741597936845,0.909,0.248,9.59970394744724e-17,16,Vwa5a
2.14106924252653e-20,2.76167152826677,0.955,0.299,4.29134508279591e-16,16,Osbpl8
1.37833982630232e-19,2.46203611578604,0.955,0.226,2.76260651385774e-15,16,Ccl2
2.40113707758865e-18,2.64845646342582,0.818,0.198,4.81259904461093e-14,16,Pakap.1
1.94896273603844e-17,2.54041063238157,0.864,0.255,3.90630601184184e-13,16,Cmtm7
3.33338594179185e-17,2.93563942658013,1,0.383,6.68110544313341e-13,16,Basp1
5.93030800522628e-17,2.61517770742199,0.864,0.233,1.1886116334875e-12,16,Samsn1
5.79037617523405e-16,2.76686552337923,1,0.536,1.16056509680216e-11,16,Srgn
6.96863033459559e-14,3.27782683427172,0.955,0.715,1.39672257796299e-09,16,Sqstm1
1.84914348224385e-13,2.64279145552592,0.864,0.353,3.70623828146136e-09,16,Fnip1
1.2591473467912e-11,2.50865581485988,0.818,0.372,2.5237090271736e-07,16,Gch1
1.30861809604807e-11,2.66718982855459,0.864,0.481,2.62286324990915e-07,16,Ago2
2.21206217631905e-11,2.67875919024884,0.955,0.57,4.43363621999626e-07,16,Nfkbiz
1.55830198891803e-10,2.56907604543371,0.955,0.711,3.12330467638841e-06,16,Fosb
6.64839171315472e-10,2.56071797537381,0.864,0.488,1.3325371510676e-05,16,Furin
1.78085675604095e-09,2.6380001882349,0.818,0.451,3.56937119613287e-05,16,Dnajb1
3.52300357315622e-09,2.88460845244535,0.727,0.345,7.06115606167702e-05,16,Ube2v2
6.8983137442955e-08,3.03609920540744,0.864,0.809,0.00138262902376915,16,Klf6
1.14059743227516e-05,2.83610426017883,0.818,0.658,0.22860994335091,16,Jun
2.16247608554527e-05,3.16891022188715,0.273,0.058,0.433425081825838,16,Gzmb
